Ref_ID,doi_raw,doi_norm,publication_year,grouped_fold,chronological_role,row_random_fold,row_random_DOI_seen_in_train
321,10.1016/j.joule.2017.11.006,10.1016/j.joule.2017.11.006,2017,1,train_through_2018,1,True
322,10.1016/j.joule.2017.11.006,10.1016/j.joule.2017.11.006,2017,1,train_through_2018,3,True
323,10.1016/j.joule.2017.11.006,10.1016/j.joule.2017.11.006,2017,1,train_through_2018,4,True
325,10.1039/c3ee43707h,10.1039/c3ee43707h,2014,3,train_through_2018,1,True
326,10.1039/c3ee43707h,10.1039/c3ee43707h,2014,3,train_through_2018,5,True
327,10.1039/c3ee43707h,10.1039/c3ee43707h,2014,3,train_through_2018,3,True
328,10.1039/c3ee43707h,10.1039/c3ee43707h,2014,3,train_through_2018,4,True
329,10.1021/acsenergylett.8b00548,10.1021/acsenergylett.8b00548,2018,4,train_through_2018,5,True
330,10.1021/acsenergylett.8b00548,10.1021/acsenergylett.8b00548,2018,4,train_through_2018,3,True
331,10.1016/j.orgel.2015.07.028,10.1016/j.orgel.2015.07.028,2015,1,train_through_2018,3,True
332,10.1016/j.orgel.2015.07.028,10.1016/j.orgel.2015.07.028,2015,1,train_through_2018,4,True
333,10.1016/j.orgel.2015.07.028,10.1016/j.orgel.2015.07.028,2015,1,train_through_2018,4,True
334,10.1016/j.orgel.2015.07.028,10.1016/j.orgel.2015.07.028,2015,1,train_through_2018,4,True
335,10.1186/s11671-016-1467-9,10.1186/s11671-016-1467-9,2016,5,train_through_2018,4,True
336,10.1186/s11671-016-1467-9,10.1186/s11671-016-1467-9,2016,5,train_through_2018,1,True
337,10.1016/j.jcrysgro.2018.03.030,10.1016/j.jcrysgro.2018.03.030,2018,4,train_through_2018,2,True
338,10.1016/j.jcrysgro.2018.03.030,10.1016/j.jcrysgro.2018.03.030,2018,4,train_through_2018,3,True
339,10.1016/j.jcrysgro.2018.03.030,10.1016/j.jcrysgro.2018.03.030,2018,4,train_through_2018,2,True
340,10.1016/j.jcrysgro.2018.03.030,10.1016/j.jcrysgro.2018.03.030,2018,4,train_through_2018,3,True
341,10.1016/j.jcrysgro.2018.03.030,10.1016/j.jcrysgro.2018.03.030,2018,4,train_through_2018,3,True
342,10.1016/j.jcrysgro.2018.03.030,10.1016/j.jcrysgro.2018.03.030,2018,4,train_through_2018,4,True
343,10.1039/c7tc02646c,10.1039/c7tc02646c,2017,2,train_through_2018,3,False
344,10.1039/c7tc02646c,10.1039/c7tc02646c,2017,2,train_through_2018,3,False
345,10.1039/c7tc02646c,10.1039/c7tc02646c,2017,2,train_through_2018,3,False
347,10.1016/j.orgel.2017.05.044,10.1016/j.orgel.2017.05.044,2017,3,train_through_2018,1,True
351,10.1002/chem.201605187,10.1002/chem.201605187,2017,4,train_through_2018,2,True
352,10.1002/chem.201605187,10.1002/chem.201605187,2017,4,train_through_2018,1,True
350,10.1016/j.orgel.2017.05.044,10.1016/j.orgel.2017.05.044,2017,3,train_through_2018,4,True
353,10.1002/chem.201605187,10.1002/chem.201605187,2017,4,train_through_2018,5,True
354,10.1002/chem.201605187,10.1002/chem.201605187,2017,4,train_through_2018,3,True
355,10.1021/acs.chemmater.8b00676,10.1021/acs.chemmater.8b00676,2018,4,train_through_2018,4,True
356,10.1021/acs.chemmater.8b00676,10.1021/acs.chemmater.8b00676,2018,4,train_through_2018,2,True
357,10.1021/acs.chemmater.8b00676,10.1021/acs.chemmater.8b00676,2018,4,train_through_2018,2,True
358,10.1002/adma.201306217,10.1002/adma.201306217,2014,3,train_through_2018,3,True
359,10.1002/adma.201306217,10.1002/adma.201306217,2014,3,train_through_2018,5,True
360,10.1002/adma.201306217,10.1002/adma.201306217,2014,3,train_through_2018,2,True
361,10.1002/adma.201306217,10.1002/adma.201306217,2014,3,train_through_2018,3,True
362,10.1002/adma.201306217,10.1002/adma.201306217,2014,3,train_through_2018,4,True
363,10.1002/adma.201306217,10.1002/adma.201306217,2014,3,train_through_2018,2,True
364,10.1002/advs.201500301,10.1002/advs.201500301,2015,1,train_through_2018,5,True
365,10.1002/advs.201500301,10.1002/advs.201500301,2015,1,train_through_2018,3,True
366,10.1002/slct.201800804,10.1002/slct.201800804,2018,4,train_through_2018,4,True
367,10.1002/slct.201800804,10.1002/slct.201800804,2018,4,train_through_2018,1,True
368,10.1002/slct.201800804,10.1002/slct.201800804,2018,4,train_through_2018,1,True
369,10.1002/slct.201800804,10.1002/slct.201800804,2018,4,train_through_2018,4,True
370,10.1002/slct.201800804,10.1002/slct.201800804,2018,4,train_through_2018,2,True
371,10.1021/jp502696w,10.1021/jp502696w,2014,5,train_through_2018,5,True
372,10.1021/jp502696w,10.1021/jp502696w,2014,5,train_through_2018,1,True
373,10.1021/jp502696w,10.1021/jp502696w,2014,5,train_through_2018,5,True
374,10.1021/jp502696w,10.1021/jp502696w,2014,5,train_through_2018,5,True
375,10.1021/jp502696w,10.1021/jp502696w,2014,5,train_through_2018,2,True
376,10.1021/jp502696w,10.1021/jp502696w,2014,5,train_through_2018,2,True
377,10.1021/jp502696w,10.1021/jp502696w,2014,5,train_through_2018,3,True
378,10.1021/jp502696w,10.1021/jp502696w,2014,5,train_through_2018,4,True
379,10.1039/c8ta03608j,10.1039/c8ta03608j,2018,1,train_through_2018,5,True
380,10.1039/c8ta03608j,10.1039/c8ta03608j,2018,1,train_through_2018,1,True
381,10.1039/c8ta03608j,10.1039/c8ta03608j,2018,1,train_through_2018,3,True
382,10.1039/c8ta03608j,10.1039/c8ta03608j,2018,1,train_through_2018,2,True
383,10.1039/c6ra22451b,10.1039/c6ra22451b,2016,1,train_through_2018,4,True
384,10.1039/c6ra22451b,10.1039/c6ra22451b,2016,1,train_through_2018,4,True
385,10.1039/c6ra22451b,10.1039/c6ra22451b,2016,1,train_through_2018,4,True
386,10.1039/c6ra22451b,10.1039/c6ra22451b,2016,1,train_through_2018,4,True
387,10.1039/c6ra22451b,10.1039/c6ra22451b,2016,1,train_through_2018,2,True
388,10.1039/c6ra22451b,10.1039/c6ra22451b,2016,1,train_through_2018,2,True
389,10.1039/c6ra22451b,10.1039/c6ra22451b,2016,1,train_through_2018,5,True
390,10.1039/c6ra22451b,10.1039/c6ra22451b,2016,1,train_through_2018,4,True
391,10.3390/nano9030326,10.3390/nano9030326,2019,4,test_2019_onward,2,True
392,10.3390/nano9030326,10.3390/nano9030326,2019,4,test_2019_onward,5,True
393,10.3390/nano9030326,10.3390/nano9030326,2019,4,test_2019_onward,4,True
394,10.3390/nano9030326,10.3390/nano9030326,2019,4,test_2019_onward,3,True
395,10.3390/nano9030326,10.3390/nano9030326,2019,4,test_2019_onward,2,True
396,10.3390/nano9030326,10.3390/nano9030326,2019,4,test_2019_onward,5,True
397,10.1016/j.orgel.2017.01.027,10.1016/j.orgel.2017.01.027,2017,1,train_through_2018,2,True
398,10.1016/j.orgel.2017.01.027,10.1016/j.orgel.2017.01.027,2017,1,train_through_2018,4,True
399,10.1016/j.orgel.2017.01.027,10.1016/j.orgel.2017.01.027,2017,1,train_through_2018,4,True
400,10.1016/j.orgel.2017.01.027,10.1016/j.orgel.2017.01.027,2017,1,train_through_2018,1,True
401,10.1016/j.orgel.2017.01.027,10.1016/j.orgel.2017.01.027,2017,1,train_through_2018,3,True
402,10.1016/j.orgel.2017.01.027,10.1016/j.orgel.2017.01.027,2017,1,train_through_2018,5,True
403,10.1016/j.orgel.2017.01.027,10.1016/j.orgel.2017.01.027,2017,1,train_through_2018,2,True
404,10.1016/j.orgel.2017.01.027,10.1016/j.orgel.2017.01.027,2017,1,train_through_2018,2,True
406,10.1021/acsami.8b04776,10.1021/acsami.8b04776,2018,2,train_through_2018,1,True
407,10.1021/acsami.8b04776,10.1021/acsami.8b04776,2018,2,train_through_2018,1,True
409,10.1021/acsami.8b04776,10.1021/acsami.8b04776,2018,2,train_through_2018,2,True
410,10.1021/acsami.8b04776,10.1021/acsami.8b04776,2018,2,train_through_2018,1,True
411,10.1002/chem.201704181,10.1002/chem.201704181,2017,3,train_through_2018,4,True
412,10.1002/chem.201704181,10.1002/chem.201704181,2017,3,train_through_2018,1,True
413,10.1002/chem.201704181,10.1002/chem.201704181,2017,3,train_through_2018,1,True
414,10.1002/chem.201704181,10.1002/chem.201704181,2017,3,train_through_2018,1,True
415,10.1002/chem.201704181,10.1002/chem.201704181,2017,3,train_through_2018,5,True
416,10.1002/chem.201704181,10.1002/chem.201704181,2017,3,train_through_2018,3,True
417,10.1039/c5cc05814g,10.1039/c5cc05814g,2015,2,train_through_2018,4,True
418,10.1039/c5cc05814g,10.1039/c5cc05814g,2015,2,train_through_2018,1,True
419,10.1039/c5cc05814g,10.1039/c5cc05814g,2015,2,train_through_2018,4,True
420,10.1039/c5cc05814g,10.1039/c5cc05814g,2015,2,train_through_2018,1,True
421,10.1039/c7tc01973d,10.1039/c7tc01973d,2017,4,train_through_2018,2,True
422,10.1039/c7tc01973d,10.1039/c7tc01973d,2017,4,train_through_2018,2,True
423,10.1039/c7tc01973d,10.1039/c7tc01973d,2017,4,train_through_2018,1,True
424,10.1039/c7tc01973d,10.1039/c7tc01973d,2017,4,train_through_2018,5,True
425,10.1166/jnn.2019.16597,10.1166/jnn.2019.16597,2019,3,test_2019_onward,4,False
426,10.1021/jacs.7b13229,10.1021/jacs.7b13229,2018,2,train_through_2018,1,True
427,10.1021/jacs.7b13229,10.1021/jacs.7b13229,2018,2,train_through_2018,4,True
428,10.1021/acsenergylett.8b02216,10.1021/acsenergylett.8b02216,2018,3,train_through_2018,2,True
429,10.1021/acsenergylett.8b02216,10.1021/acsenergylett.8b02216,2018,3,train_through_2018,5,True
430,10.1002/solr.201700173,10.1002/solr.201700173,2017,4,train_through_2018,2,True
431,10.1002/solr.201700173,10.1002/solr.201700173,2017,4,train_through_2018,1,True
432,10.1002/solr.201700173,10.1002/solr.201700173,2017,4,train_through_2018,4,True
433,10.1002/adma.201804835,10.1002/adma.201804835,2018,3,train_through_2018,3,True
434,10.1002/adma.201804835,10.1002/adma.201804835,2018,3,train_through_2018,3,True
435,10.1002/adma.201804835,10.1002/adma.201804835,2018,3,train_through_2018,2,True
436,10.1002/adma.201804835,10.1002/adma.201804835,2018,3,train_through_2018,3,True
437,10.1002/adma.201804835,10.1002/adma.201804835,2018,3,train_through_2018,1,True
439,10.1002/adma.201804835,10.1002/adma.201804835,2018,3,train_through_2018,1,True
440,10.1002/adma.201804835,10.1002/adma.201804835,2018,3,train_through_2018,1,True
441,10.1039/c8nr00898a,10.1039/c8nr00898a,2018,2,train_through_2018,4,True
442,10.1039/c8nr00898a,10.1039/c8nr00898a,2018,2,train_through_2018,4,True
443,10.1039/c8nr00898a,10.1039/c8nr00898a,2018,2,train_through_2018,2,True
444,10.1039/c8nr00898a,10.1039/c8nr00898a,2018,2,train_through_2018,5,True
445,10.1039/c8nr00898a,10.1039/c8nr00898a,2018,2,train_through_2018,3,True
446,10.1039/c8nr00898a,10.1039/c8nr00898a,2018,2,train_through_2018,2,True
447,10.1039/c8nr00898a,10.1039/c8nr00898a,2018,2,train_through_2018,1,True
448,10.1039/c8nr00898a,10.1039/c8nr00898a,2018,2,train_through_2018,1,True
451,10.1039/c8cp04162h,10.1039/c8cp04162h,2018,1,train_through_2018,2,True
452,10.1039/c8cp04162h,10.1039/c8cp04162h,2018,1,train_through_2018,2,True
453,10.1039/c8cp04162h,10.1039/c8cp04162h,2018,1,train_through_2018,1,True
454,10.1039/c8cp04162h,10.1039/c8cp04162h,2018,1,train_through_2018,3,True
456,10.1021/jacs.5b11008,10.1021/jacs.5b11008,2015,5,train_through_2018,1,True
457,10.1021/jacs.5b11008,10.1021/jacs.5b11008,2015,5,train_through_2018,3,True
458,10.1021/jacs.5b11008,10.1021/jacs.5b11008,2015,5,train_through_2018,5,True
459,10.1021/jacs.5b11008,10.1021/jacs.5b11008,2015,5,train_through_2018,2,True
460,10.1021/jacs.5b11008,10.1021/jacs.5b11008,2015,5,train_through_2018,4,True
461,10.1021/jacs.5b11008,10.1021/jacs.5b11008,2015,5,train_through_2018,1,True
462,10.1021/jacs.5b11008,10.1021/jacs.5b11008,2015,5,train_through_2018,3,True
463,10.1021/jacs.5b11008,10.1021/jacs.5b11008,2015,5,train_through_2018,1,True
464,10.1021/jacs.5b11008,10.1021/jacs.5b11008,2015,5,train_through_2018,1,True
465,10.1021/jacs.5b11008,10.1021/jacs.5b11008,2015,5,train_through_2018,2,True
466,10.1021/jacs.5b11008,10.1021/jacs.5b11008,2015,5,train_through_2018,3,True
467,10.1021/jacs.5b11008,10.1021/jacs.5b11008,2015,5,train_through_2018,4,True
468,10.1021/jacs.5b11008,10.1021/jacs.5b11008,2015,5,train_through_2018,3,True
469,10.1021/jacs.5b11008,10.1021/jacs.5b11008,2015,5,train_through_2018,3,True
470,10.1021/jacs.5b11008,10.1021/jacs.5b11008,2015,5,train_through_2018,2,True
471,10.1021/jacs.5b11008,10.1021/jacs.5b11008,2015,5,train_through_2018,1,True
472,10.1021/jacs.5b11008,10.1021/jacs.5b11008,2015,5,train_through_2018,1,True
473,10.1021/jacs.5b11008,10.1021/jacs.5b11008,2015,5,train_through_2018,2,True
474,10.1021/jacs.5b11008,10.1021/jacs.5b11008,2015,5,train_through_2018,2,True
475,10.1016/j.apsusc.2018.04.245,10.1016/j.apsusc.2018.04.245,2018,4,train_through_2018,3,True
476,10.1016/j.apsusc.2018.04.245,10.1016/j.apsusc.2018.04.245,2018,4,train_through_2018,4,True
477,10.1016/j.apsusc.2018.04.245,10.1016/j.apsusc.2018.04.245,2018,4,train_through_2018,3,True
480,10.1016/j.jallcom.2016.04.049,10.1016/j.jallcom.2016.04.049,2016,2,train_through_2018,4,True
481,10.1016/j.jallcom.2016.04.049,10.1016/j.jallcom.2016.04.049,2016,2,train_through_2018,1,True
482,10.1016/j.jallcom.2016.04.049,10.1016/j.jallcom.2016.04.049,2016,2,train_through_2018,1,True
483,10.1016/j.jallcom.2016.04.049,10.1016/j.jallcom.2016.04.049,2016,2,train_through_2018,2,True
484,10.1016/j.jallcom.2016.04.049,10.1016/j.jallcom.2016.04.049,2016,2,train_through_2018,3,True
485,10.1016/j.jallcom.2016.04.049,10.1016/j.jallcom.2016.04.049,2016,2,train_through_2018,1,True
486,10.1016/j.jallcom.2016.04.049,10.1016/j.jallcom.2016.04.049,2016,2,train_through_2018,2,True
487,10.1021/acsami.7b19053,10.1021/acsami.7b19053,2018,4,train_through_2018,5,True
488,10.1021/acsami.7b19053,10.1021/acsami.7b19053,2018,4,train_through_2018,4,True
489,10.1021/acsami.7b19053,10.1021/acsami.7b19053,2018,4,train_through_2018,3,True
490,10.1021/acsami.7b19053,10.1021/acsami.7b19053,2018,4,train_through_2018,1,True
491,10.1016/j.jphotochem.2016.09.003,10.1016/j.jphotochem.2016.09.003,2016,3,train_through_2018,2,True
492,10.1016/j.jphotochem.2016.09.003,10.1016/j.jphotochem.2016.09.003,2016,3,train_through_2018,3,True
493,10.1016/j.jphotochem.2016.09.003,10.1016/j.jphotochem.2016.09.003,2016,3,train_through_2018,5,True
494,10.1016/j.carbon.2017.09.008,10.1016/j.carbon.2017.09.008,2017,5,train_through_2018,4,True
495,10.1016/j.carbon.2017.09.008,10.1016/j.carbon.2017.09.008,2017,5,train_through_2018,3,True
496,10.1021/acs.nanolett.6b02307,10.1021/acs.nanolett.6b02307,2016,4,train_through_2018,4,False
497,10.1021/acsomega.9b00350,10.1021/acsomega.9b00350,2019,5,test_2019_onward,2,True
498,10.1021/acsomega.9b00350,10.1021/acsomega.9b00350,2019,5,test_2019_onward,5,True
499,10.1002/aenm.201700265,10.1002/aenm.201700265,2017,1,train_through_2018,2,True
500,10.1002/aenm.201700265,10.1002/aenm.201700265,2017,1,train_through_2018,4,True
501,10.1039/c5ee03806e,10.1039/c5ee03806e,2016,4,train_through_2018,3,True
502,10.1039/c5ee03806e,10.1039/c5ee03806e,2016,4,train_through_2018,3,True
503,10.1039/c5ee03806e,10.1039/c5ee03806e,2016,4,train_through_2018,5,True
504,10.1039/c5ee03806e,10.1039/c5ee03806e,2016,4,train_through_2018,3,True
505,10.1039/c5ee03806e,10.1039/c5ee03806e,2016,4,train_through_2018,5,True
506,10.1039/c5ee03806e,10.1039/c5ee03806e,2016,4,train_through_2018,4,True
507,10.1039/c5ee03806e,10.1039/c5ee03806e,2016,4,train_through_2018,3,True
508,10.1039/c5ee03806e,10.1039/c5ee03806e,2016,4,train_through_2018,3,True
509,10.1021/acs.nanolett.7b01211,10.1021/acs.nanolett.7b01211,2017,2,train_through_2018,3,True
510,10.1021/acs.nanolett.7b01211,10.1021/acs.nanolett.7b01211,2017,2,train_through_2018,5,True
511,10.1021/acs.nanolett.7b01211,10.1021/acs.nanolett.7b01211,2017,2,train_through_2018,3,True
512,10.1021/acs.nanolett.7b01211,10.1021/acs.nanolett.7b01211,2017,2,train_through_2018,1,True
513,10.1021/acs.nanolett.7b01211,10.1021/acs.nanolett.7b01211,2017,2,train_through_2018,1,True
514,10.1021/acs.nanolett.7b01211,10.1021/acs.nanolett.7b01211,2017,2,train_through_2018,2,True
515,10.1021/acs.nanolett.7b01211,10.1021/acs.nanolett.7b01211,2017,2,train_through_2018,5,True
516,10.1021/acs.nanolett.7b01211,10.1021/acs.nanolett.7b01211,2017,2,train_through_2018,1,True
517,10.1021/acs.nanolett.7b01211,10.1021/acs.nanolett.7b01211,2017,2,train_through_2018,1,True
518,10.1021/acs.nanolett.7b01211,10.1021/acs.nanolett.7b01211,2017,2,train_through_2018,4,True
519,10.1021/acsaem.8b00372,10.1021/acsaem.8b00372,2018,2,train_through_2018,1,True
521,10.1021/acsaem.8b00372,10.1021/acsaem.8b00372,2018,2,train_through_2018,2,True
522,10.1021/nn507345e,10.1021/nn507345e,2015,5,train_through_2018,2,True
523,10.1021/nn507345e,10.1021/nn507345e,2015,5,train_through_2018,4,True
524,10.1021/nn507345e,10.1021/nn507345e,2015,5,train_through_2018,5,True
525,10.1039/c9tc00437h,10.1039/c9tc00437h,2019,1,test_2019_onward,4,True
526,10.1039/c9tc00437h,10.1039/c9tc00437h,2019,1,test_2019_onward,5,True
527,10.1039/c9tc00437h,10.1039/c9tc00437h,2019,1,test_2019_onward,1,True
528,10.1039/c9tc00437h,10.1039/c9tc00437h,2019,1,test_2019_onward,4,True
529,10.1021/acssuschemeng.8b02406,10.1021/acssuschemeng.8b02406,2018,4,train_through_2018,5,True
530,10.1021/acssuschemeng.8b02406,10.1021/acssuschemeng.8b02406,2018,4,train_through_2018,3,True
531,10.1021/acssuschemeng.8b02406,10.1021/acssuschemeng.8b02406,2018,4,train_through_2018,2,True
532,10.1002/aenm.201700012,10.1002/aenm.201700012,2017,4,train_through_2018,4,True
533,10.1002/aenm.201700012,10.1002/aenm.201700012,2017,4,train_through_2018,1,True
534,10.1002/aenm.201700012,10.1002/aenm.201700012,2017,4,train_through_2018,2,True
535,10.1039/c6ta09202k,10.1039/c6ta09202k,2017,3,train_through_2018,1,True
536,10.1039/c6ta09202k,10.1039/c6ta09202k,2017,3,train_through_2018,5,True
537,10.1039/c6ta09202k,10.1039/c6ta09202k,2017,3,train_through_2018,5,True
538,10.1039/c6ra19702g,10.1039/c6ra19702g,2016,2,train_through_2018,5,True
539,10.1039/c6ra19702g,10.1039/c6ra19702g,2016,2,train_through_2018,4,True
540,10.1039/c6ra19702g,10.1039/c6ra19702g,2016,2,train_through_2018,4,True
541,10.1002/pssa.201800409,10.1002/pssa.201800409,2018,1,train_through_2018,2,True
542,10.1002/pssa.201800409,10.1002/pssa.201800409,2018,1,train_through_2018,4,True
543,10.1002/pssa.201800409,10.1002/pssa.201800409,2018,1,train_through_2018,2,True
544,10.1002/pssa.201800409,10.1002/pssa.201800409,2018,1,train_through_2018,1,True
545,10.1002/pssa.201800409,10.1002/pssa.201800409,2018,1,train_through_2018,4,True
547,10.1002/pssa.201800409,10.1002/pssa.201800409,2018,1,train_through_2018,4,True
548,10.1002/pssa.201800409,10.1002/pssa.201800409,2018,1,train_through_2018,1,True
549,10.1021/acs.jpclett.6b00295,10.1021/acs.jpclett.6b00295,2016,3,train_through_2018,2,True
550,10.1021/acs.jpclett.6b00295,10.1021/acs.jpclett.6b00295,2016,3,train_through_2018,1,True
551,10.1021/acs.jpclett.6b00295,10.1021/acs.jpclett.6b00295,2016,3,train_through_2018,4,True
552,10.1016/j.dyepig.2019.01.059,10.1016/j.dyepig.2019.01.059,2019,2,test_2019_onward,1,True
553,10.1016/j.dyepig.2019.01.059,10.1016/j.dyepig.2019.01.059,2019,2,test_2019_onward,4,True
554,10.1016/j.dyepig.2019.01.059,10.1016/j.dyepig.2019.01.059,2019,2,test_2019_onward,1,True
555,10.1016/j.dyepig.2019.01.059,10.1016/j.dyepig.2019.01.059,2019,2,test_2019_onward,5,True
556,10.1016/j.dyepig.2019.01.059,10.1016/j.dyepig.2019.01.059,2019,2,test_2019_onward,1,True
557,10.1016/j.dyepig.2019.01.059,10.1016/j.dyepig.2019.01.059,2019,2,test_2019_onward,1,True
558,10.1016/j.dyepig.2019.01.059,10.1016/j.dyepig.2019.01.059,2019,2,test_2019_onward,4,True
559,10.1016/j.dyepig.2019.01.059,10.1016/j.dyepig.2019.01.059,2019,2,test_2019_onward,3,True
560,10.1016/j.dyepig.2019.01.059,10.1016/j.dyepig.2019.01.059,2019,2,test_2019_onward,1,True
561,10.1016/j.dyepig.2019.01.059,10.1016/j.dyepig.2019.01.059,2019,2,test_2019_onward,4,True
562,10.1021/acsami.71306193,10.1021/acsami.71306193,2017,1,train_through_2018,4,True
563,10.1021/acsami.71306193,10.1021/acsami.71306193,2017,1,train_through_2018,2,True
564,10.1021/acsami.71306193,10.1021/acsami.71306193,2017,1,train_through_2018,4,True
565,10.1021/acsami.71306193,10.1021/acsami.71306193,2017,1,train_through_2018,5,True
566,10.1021/acsami.71306193,10.1021/acsami.71306193,2017,1,train_through_2018,3,True
567,10.1021/acs.orglett.9b02635,10.1021/acs.orglett.9b02635,2019,3,test_2019_onward,3,True
568,10.1021/acs.orglett.9b02635,10.1021/acs.orglett.9b02635,2019,3,test_2019_onward,1,True
569,10.1021/acs.orglett.9b02635,10.1021/acs.orglett.9b02635,2019,3,test_2019_onward,5,True
570,10.1021/acs.orglett.9b02635,10.1021/acs.orglett.9b02635,2019,3,test_2019_onward,3,True
571,10.1021/acs.orglett.9b02635,10.1021/acs.orglett.9b02635,2019,3,test_2019_onward,2,True
572,10.1016/j.nanoen.2019.104015,10.1016/j.nanoen.2019.104015,2019,1,test_2019_onward,2,True
573,10.1016/j.nanoen.2019.104015,10.1016/j.nanoen.2019.104015,2019,1,test_2019_onward,3,True
575,10.1016/j.nanoen.2019.104015,10.1016/j.nanoen.2019.104015,2019,1,test_2019_onward,1,True
576,10.1016/j.nanoen.2019.104015,10.1016/j.nanoen.2019.104015,2019,1,test_2019_onward,5,True
577,10.1016/j.nanoen.2019.104015,10.1016/j.nanoen.2019.104015,2019,1,test_2019_onward,3,True
578,10.1016/j.nanoen.2019.104015,10.1016/j.nanoen.2019.104015,2019,1,test_2019_onward,5,True
579,10.1016/j.nanoen.2019.104015,10.1016/j.nanoen.2019.104015,2019,1,test_2019_onward,5,True
580,10.1016/j.nanoen.2019.104015,10.1016/j.nanoen.2019.104015,2019,1,test_2019_onward,2,True
